------------------------------------------------------------------------------
Spectrum  |                  Observed  |      Rel. |     Aki     | Acc. |Type|
          |                 Wavelength |      Int. |   (s^-1)    |      |    |
          |          Vac (µm)          |      (?)  |             |      |    |
------------------------------------------------------------------------------
Ar II     |              0.45029265    |        42 |             |      |    |
Ar II     |              0.450308      |        1h |             |      |    |
Th I      |              0.45032133    |        25 |             |      |    |
Th I      |              0.45042499    |        15 |             |      |    |
Th I      |              0.45042688    |        33 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45044622    |        16 |             |      |    |
Th I      |              0.45046306    |       200 |             |      |    |
Th I      |              0.450521668   |      1400 |             |      |    |
Th I      |              0.45054480    |         7 |             |      |    |
Th I      |              0.45056058    |        44 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4506071     |        22 |             |      |    |
Th I      |              0.45063160    |        29 |             |      |    |
Th I      |              0.450647297   |       890 |             |      |    |
Th I      |              0.450654800   |       350 |             |      |    |
Th I      |              0.45065704    |        67 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45066356    |        21 |             |      |    |
Th II     |              0.45074988    |        13 |             |      |    |
Th I      |              0.45076390    |         7 |             |      |    |
Th I      |              0.450803561   |       440 |             |      |    |
Th II     |              0.45081631    |        96 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45086073    |        40 |             |      |    |
Th II     |              0.45086392    |        19 |             |      |    |
Th I      |              0.45087150    |         8 |             |      |    |
Th II     |              0.4508841     |        11 |             |      |    |
Th I      |              0.45093900    |         8 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45095786    |        18 |             |      |    |
Th I      |              0.45098422    |        57 |             |      |    |
Ar II     |              0.4509957     |         2 |             |      |    |
Th I      |              0.45099587    |       140 |             |      |    |
Th I      |              0.45102659    |        34 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45103610    |        51 |             |      |    |
Th I      |              0.45104279    |        28 |             |      |    |
Th II     |              0.451052585   |      1200 |             |      |    |
Ar I      |              0.4510733     |       100 | 1.18e+06    | C    |    |
Th II     |              0.45109446    |        23 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45112933    |        43 |             |      |    |
Th II     |              0.451248313   |       250 |             |      |    |
Th II     |              0.45128302    |        17 |             |      |    |
Th I      |              0.45129500    |         8 |             |      |    |
Th I      |              0.451322314   |      1100 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.451367984   |      1100 |             |      |    |
Th I      |              0.45140572    |        92 |             |      |    |
Th I      |              0.45143980    |        12 |             |      |    |
Th I      |              0.45145503    |        38 |             |      |    |
Th I      |              0.4515118206  |      5400 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45153986    |        60 |             |      |    |
Th I      |              0.45156274    |        77 |             |      |    |
Th I      |              0.451596032   |       390 |             |      |    |
Th I      |              0.451606407   |       460 |             |      |    |
Ar II     |              0.4516095     |      1h,l |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45165388    |        55 |             |      |    |
Th I      |              0.45167360    |        12 |             |      |    |
Th II     |              0.45170351    |       59* |             |      |    |
Th II     |              0.45170351    |       59* |             |      |    |
Ar II     |              0.45175363    |         4 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45176290    |        34 |             |      |    |
Th I      |              0.45176800    |        17 |             |      |    |
Th I      |              0.45177250    |        17 |             |      |    |
Th I      |              0.45183425    |        80 |             |      |    |
Th I      |              0.45186112    |        19 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45186373    |        52 |             |      |    |
Th I      |              0.451925922   |      1200 |             |      |    |
Th II     |              0.4519621     |        11 |             |      |    |
Th II     |              0.45197334    |        65 |             |      |    |
Th I      |              0.45197517    |        72 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45197867    |       24* |             |      |    |
Th II     |              0.45197867    |       24* |             |      |    |
Th II     |              0.4520034     |        34 |             |      |    |
Th II     |              0.45209458    |        19 |             |      |    |
Th I      |              0.45210582    |      110* |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45210582    |      110* |             |      |    |
Th I      |              0.452119381   |      3200 |             |      |    |
Th I      |              0.452130187   |       460 |             |      |    |
Th I      |              0.45213300    |       110 |             |      |    |
Th I      |              0.45217406    |       120 |             |      |    |
          |                            |           |             |      |    |
Ar I      |              0.4522323     |        20 | 8.98e+04    | C    |    |
Th II     |              0.45227537    |        30 |             |      |    |
Th II     |              0.45227837    |        35 |             |      |    |
Th I      |              0.45232110    |         8 |             |      |    |
Th I      |              0.45241289    |       210 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4524432     |        11 |             |      |    |
Th II     |              0.4524560     |        11 |             |      |    |
Th I      |              0.45246078    |        40 |             |      |    |
Th I      |              0.45246254    |        15 |             |      |    |
Th II     |              0.452483784   |       260 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45250901    |       230 |             |      |    |
Th I      |              0.45251854    |        45 |             |      |    |
Th I      |              0.45254456    |        65 |             |      |    |
Th II     |              0.45260286    |        55 |             |      |    |
Th I      |              0.45267590    |        20 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45271151    |        85 |             |      |    |
Th II     |              0.45274434    |        12 |             |      |    |
Th II     |              0.45277086    |        57 |             |      |    |
Th I      |              0.45277495    |        22 |             |      |    |
Th I      |              0.452802076   |       280 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45284097    |        50 |             |      |    |
Th II     |              0.45289740    |        51 |             |      |    |
Th II     |              0.4529067     |         6 |             |      |    |
Th II     |              0.4529376     |        23 |             |      |    |
Th II     |              0.45294842    |       110 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.453031911   |      1100 |             |      |    |
Ar II     |              0.45305522    |        63 | 2.1e+06     | B    |    |
Th II     |              0.4530656     |        11 |             |      |    |
Th II     |              0.45311944    |        33 |             |      |    |
Th I      |              0.45315310    |         3 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45315739    |        11 |             |      |    |
Th II     |              0.45316113    |        19 |             |      |    |
Th II     |              0.45317134    |       150 |             |      |    |
Th I      |              0.45318623    |        31 |             |      |    |
Th II     |              0.453225765   |       370 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45324307    |        46 |             |      |    |
Th I      |              0.45330538    |       130 |             |      |    |
Th I      |              0.453307688   |       800 |             |      |    |
Th I      |              0.45332374    |        76 |             |      |    |
Th II     |              0.4533240     |       590 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.453330419   |       860 |             |      |    |
Th I      |              0.45336335    |        22 |             |      |    |
Th I      |              0.45337170    |        15 |             |      |    |
Th II     |              0.453411975   |       680 |             |      |    |
Th I      |              0.45344025    |        81 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45351030    |         7 |             |      |    |
Th I      |              0.453525465   |      2000 |             |      |    |
Th I      |              0.45353866    |        41 |             |      |    |
Ar II     |              0.45354905    |        21 | 7.4e+06     | D    |    |
Th I      |              0.453554736   |       260 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4535708     |        23 |             |      |    |
Th I      |              0.45357576    |        49 |             |      |    |
Th I      |              0.453597981   |       310 |             |      |    |
Th I      |              0.45362581    |        39 |             |      |    |
Th I      |              0.45363221    |         7 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45364264    |        20 |             |      |    |
Th I      |              0.45368601    |        68 |             |      |    |
Th II     |              0.45370717    |       180 |             |      |    |
Th I      |              0.453714474   |       360 |             |      |    |
Th II     |              0.45371851    |        19 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              0.45376409    |        13 |             |      |    |
Th II     |              0.4538182     |        11 |             |      |    |
Ar II     |              0.45387102    |         4 |             |      |    |
Th II     |              0.45388403    |        18 |             |      |    |
Th I      |              0.45392290    |        34 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45399963    |        39 |             |      |    |
Th I      |              0.45400167    |        17 |             |      |    |
Th I      |              0.45400701    |        15 |             |      |    |
Th II     |              0.4540087     |        47 |             |      |    |
Th I      |              0.45402567    |        92 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45403135    |        92 |             |      |    |
Th II     |              0.45404061    |       140 |             |      |    |
Th I      |              0.45405675    |        69 |             |      |    |
Th I      |              0.454099899   |      2300 |             |      |    |
Th I      |              0.45410391    |        30 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45412056    |        57 |             |      |    |
Th I      |              0.45413499    |        49 |             |      |    |
Th I      |              0.45415027    |        58 |             |      |    |
Th II     |              0.45416155    |        24 |             |      |    |
Th I      |              0.45420512    |        44 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45424282    |        12 |             |      |    |
Th II     |              0.45432087    |        58 |             |      |    |
Th I      |              0.45433797    |        30 |             |      |    |
Th I      |              0.45434153    |       180 |             |      |    |
Th I      |              0.45438612    |        37 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              0.45438702    |        10 |             |      |    |
Th I      |              0.45444220    |         7 |             |      |    |
Th II     |              0.454451414   |       450 |             |      |    |
Th I      |              0.45446586    |        46 |             |      |    |
Th I      |              0.45447290    |        11 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45448982    |       110 |             |      |    |
Ar II     |              0.45450516    |      1738 | 4.71e+07    | B    |    |
Th II     |              0.4545270     |        23 |             |      |    |
Th II     |              0.45453498    |        18 |             |      |    |
Th I      |              0.45454438    |        29 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4545824     |        23 |             |      |    |
Th I      |              0.454591561   |      2900 |             |      |    |
Th I      |              0.45461303    |        23 |             |      |    |
Th I      |              0.45466757    |       210 |             |      |    |
Th I      |              0.45468347    |        93 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45470673    |       180 |             |      |    |
Th I      |              0.45471266    |       200 |             |      |    |
Th I      |              0.454724976   |       690 |             |      |    |
Th I      |              0.45476116    |        17 |             |      |    |
Ar II     |              0.45477582    |        20 | 7.7e+06     | D    |    |
          |                            |           |             |      |    |
Th I      |              0.454832604   |       260 |             |      |    |
Th I      |              0.45483812    |        64 |             |      |    |
Th I      |              0.45489806    |        43 |             |      |    |
Th I      |              0.45490521    |         7 |             |      |    |
Th I      |              0.45496043    |        48 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45496262    |        94 |             |      |    |
Th I      |              0.45498341    |        82 |             |      |    |
Th I      |              0.45501844    |        32 |             |      |    |
Th II     |              0.45503760    |        16 |             |      |    |
Th II     |              0.4550429     |        23 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4551205     |        11 |             |      |    |
Th I      |              0.455147361   |       480 |             |      |    |
Th II     |              0.45515414    |        27 |             |      |    |
Th I      |              0.45515981    |        40 |             |      |    |
Th I      |              0.45517069    |        49 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45518197    |        71 |             |      |    |
Th I      |              0.455215348   |       810 |             |      |    |
Th I      |              0.45522247    |       150 |             |      |    |
Th II     |              0.4552359     |        23 |             |      |    |
Th I      |              0.45524469    |        27 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45530285    |        63 |             |      |    |
Th I      |              0.45530656    |        16 |             |      |    |
Th II     |              0.4553118     |        23 |             |      |    |
Th II     |              0.4553162     |        23 |             |      |    |
Th I      |              0.45532639    |        44 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45534741    |        11 |             |      |    |
Th II     |              0.45538376    |        77 |             |      |    |
Th I      |              0.45538749    |        20 |             |      |    |
Th II     |              0.45540832    |        17 |             |      |    |
Th II     |              0.4554565     |        35 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4554657     |        23 |             |      |    |
Th II     |              0.45547926    |        14 |             |      |    |
Th II     |              0.45550622    |        20 |             |      |    |
Th I      |              0.45551434    |        82 |             |      |    |
Th I      |              0.45553063    |        29 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45557758    |     140bl |             |      |    |
Th I      |              0.455581260   |      3100 |             |      |    |
Th I      |              0.455590455   |       450 |             |      |    |
Th I      |              0.45562061    |        66 |             |      |    |
Th I      |              0.45563872    |       130 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45568075    |        12 |             |      |    |
Th II     |              0.45580285    |        25 |             |      |    |
Th I      |              0.455834577   |       850 |             |      |    |
Th I      |              0.45585261    |        29 |             |      |    |
Th I      |              0.45586215    |        24 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45590570    |       150 |             |      |    |
Th I      |              0.45591079    |         3 |             |      |    |
Th I      |              0.45593120    |       170 |             |      |    |
Th I      |              0.45593961    |         7 |             |      |    |
Th I      |              0.45596557    |        38 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45600671    |        11 |             |      |    |
Th II     |              0.45603946    |        43 |             |      |    |
Th I      |              0.45606637    |        37 |             |      |    |
Th I      |              0.45609810    |         7 |             |      |    |
Ar II     |              0.45610124    |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45612269    |       200 |             |      |    |
Th I      |              0.456134768   |      1300 |             |      |    |
Th I      |              0.45614013    |       110 |             |      |    |
Th I      |              0.456149322   |       290 |             |      |    |
Th I      |              0.45615136    |        45 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45616116    |        52 |             |      |    |
Th I      |              0.45617055    |        16 |             |      |    |
Th I      |              0.456208028   |       400 |             |      |    |
Th I      |              0.45622514    |        67 |             |      |    |
Th II     |              0.4562439     |        35 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45624756    |        97 |             |      |    |
Th II     |              0.45625632    |         7 |             |      |    |
Th II     |              0.45626321    |        11 |             |      |    |
Th I      |              0.45627248    |        22 |             |      |    |
Th II     |              0.45632177    |       130 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.456329154   |       340 |             |      |    |
Th II     |              0.45636226    |        77 |             |      |    |
Th I      |              0.456366101   |      1500 |             |      |    |
Th II     |              0.4563727     |        36 |             |      |    |
Ar II     |              0.45637423    |      37bl |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45641782    |       140 |             |      |    |
Ar II     |              0.45644055    |        42 | 2.9e+07     | D    |    |
Th I      |              0.456483541   |       560 |             |      |    |
Th I      |              0.45657793    |       120 |             |      |    |
Th I      |              0.45658098    |       100 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4566247     |        24 |             |      |    |
Th II     |              0.4566282     |        12 |             |      |    |
Th I      |              0.45664304    |        19 |             |      |    |
Th II     |              0.456664967   |       340 |             |      |    |
Th I      |              0.45667115    |        52 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45669882    |        67 |             |      |    |
Th I      |              0.456724022   |      2000 |             |      |    |
Th I      |              0.45678561    |        15 |             |      |    |
Th I      |              0.456814258   |       650 |             |      |    |
Th II     |              0.4568236     |        24 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45685235    |       250 |             |      |    |
Th II     |              0.45690310    |       110 |             |      |    |
Th I      |              0.456914768   |       380 |             |      |    |
Th II     |              0.45693554    |        11 |             |      |    |
Th I      |              0.45695718    |       35* |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45695718    |       35* |             |      |    |
Th I      |              0.45696340    |        68 |             |      |    |
Th I      |              0.45697366    |       190 |             |      |    |
Th II     |              0.4569812     |        24 |             |      |    |
Th I      |              0.45705510    |         7 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4570614     |        24 |             |      |    |
Th I      |              0.45706488    |       29* |             |      |    |
Th I      |              0.45706488    |       29* |             |      |    |
Th I      |              0.457097218   |      3400 |             |      |    |
Th I      |              0.457121949   |       630 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45715311    |       100 |             |      |    |
Th I      |              0.45719579    |       130 |             |      |    |
Th I      |              0.45723274    |         9 |             |      |    |
Th I      |              0.45726390    |        39 |             |      |    |
Ar II     |              0.4572894     |         2 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4572935     |        12 |             |      |    |
Th I      |              0.45734331    |        11 |             |      |    |
Th I      |              0.45735733    |        34 |             |      |    |
Th II     |              0.457370378   |       330 |             |      |    |
Th I      |              0.45737694    |        20 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45740279    |       240 |             |      |    |
Th I      |              0.45743058    |       180 |             |      |    |
Th II     |              0.45752338    |       130 |             |      |    |
Th I      |              0.45752506    |       210 |             |      |    |
Th II     |              0.45754258    |       100 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45758210    |         3 |             |      |    |
Th I      |              0.45762718    |        34 |             |      |    |
Th I      |              0.45764672    |        80 |             |      |    |
Th I      |              0.45765424    |        32 |             |      |    |
Th I      |              0.45767405    |        66 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45769644    |        16 |             |      |    |
Th I      |              0.45771312    |        25 |             |      |    |
Th I      |              0.45775822    |       170 |             |      |    |
Th I      |              0.45777638    |        37 |             |      |    |
Th I      |              0.457782313   |       330 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45779064    |       260 |             |      |    |
Th I      |              0.45787782    |        18 |             |      |    |
Th I      |              0.45788196    |       100 |             |      |    |
Th II     |              0.4578995     |        37 |             |      |    |
Th I      |              0.45790285    |        65 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45792918    |        46 |             |      |    |
Th I      |              0.45793432    |        24 |             |      |    |
Ar II     |              0.45793493    |       871 | 8.0e+07     | B    |    |
Th I      |              0.45793683    |        73 |             |      |    |
Th I      |              0.45796413    |        84 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.457982709   |       890 |             |      |    |
Th I      |              0.45804075    |        76 |             |      |    |
Th II     |              0.4580758     |        24 |             |      |    |
Th I      |              0.45809810    |        11 |             |      |    |
Th I      |              0.458117315   |       720 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45812297    |        69 |             |      |    |
Th I      |              0.45814287    |        79 |             |      |    |
Th II     |              0.45815820    |       130 |             |      |    |
Th II     |              0.4581815     |        12 |             |      |    |
Th II     |              0.45824343    |        22 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45827788    |        12 |             |      |    |
Th I      |              0.45830620    |        25 |             |      |    |
Th I      |              0.45835140    |         3 |             |      |    |
Th II     |              0.45836544    |        70 |             |      |    |
Th I      |              0.45838745    |        61 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45840413    |        12 |             |      |    |
Th II     |              0.4584159     |        12 |             |      |    |
Th I      |              0.45842455    |        96 |             |      |    |
Th I      |              0.45842990    |        27 |             |      |    |
Th II     |              0.45843670    |       170 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45851750    |         7 |             |      |    |
Th I      |              0.45860386    |        61 |             |      |    |
Th II     |              0.4586061     |       630 |             |      |    |
Th I      |              0.45860625    |        92 |             |      |    |
Th II     |              0.45862723    |        61 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45866206    |        38 |             |      |    |
Th II     |              0.45872080    |        25 |             |      |    |
Th I      |              0.45873320    |        11 |             |      |    |
Th II     |              0.45877559    |        59 |             |      |    |
Ar II     |              0.4587895     |         3 | 3.e+05      | C    |    |
          |                            |           |             |      |    |
Th II     |              0.45882252    |       130 |             |      |    |
Th I      |              0.45883500    |       380 |             |      |    |
Th I      |              0.458842616   |      3800 |             |      |    |
Th I      |              0.45888009    |        15 |             |      |    |
Th I      |              0.45888437    |        23 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45891222    |       260 |             |      |    |
Th I      |              0.45893280    |        18 |             |      |    |
Th II     |              0.4589445     |        12 |             |      |    |
Th I      |              0.45895260    |        11 |             |      |    |
Th I      |              0.45895985    |        34 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45896709    |       170 |             |      |    |
Th II     |              0.45898362    |        20 |             |      |    |
Ar II     |              0.45898976    |     25704 | 6.64e+07    | A    |    |
Th I      |              0.45901561    |        25 |             |      |    |
Th I      |              0.45915785    |        25 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45919721    |         3 |             |      |    |
Th I      |              0.45920955    |        33 |             |      |    |
Th I      |              0.45925146    |       43* |             |      |    |
Th I      |              0.45925146    |       43* |             |      |    |
Th I      |              0.459266606   |      2800 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45927706    |        18 |             |      |    |
Th II     |              0.4592781     |       100 |             |      |    |
Th I      |              0.45928512    |         3 |             |      |    |
Th I      |              0.45928739    |        15 |             |      |    |
Th I      |              0.45929574    |       220 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.45932812    |        54 |             |      |    |
Th I      |              0.45933602    |        19 |             |      |    |
Ar II     |              0.45934476    |         4 |             |      |    |
Th I      |              0.45935134    |       15* |             |      |    |
Th II     |              0.45935134    |       15* |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45935239    |       160 |             |      |    |
Th II     |              0.45935474    |        33 |             |      |    |
Th I      |              0.459364372   |       670 |             |      |    |
Th II     |              0.45939793    |        20 |             |      |    |
Th I      |              0.45940460    |         7 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.45942600    |         7 |             |      |    |
Th II     |              0.4594749     |        12 |             |      |    |
Th I      |              0.4595420658  |      8700 |             |      |    |
Th I      |              0.45959020    |        11 |             |      |    |
Ar I      |              0.4596097     |        15 | 9.47e+04    | C    |    |
          |                            |           |             |      |    |
Th I      |              0.45961378    |        18 |             |      |    |
Th I      |              0.45961757    |       110 |             |      |    |
Th I      |              0.459630781   |       590 |             |      |    |
Th II     |              0.4596937     |        12 |             |      |    |
Th I      |              0.45972430    |        15 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4597357     |        12 |             |      |    |
Th II     |              0.4597915     |        13 |             |      |    |
Th II     |              0.45980545    |         9 |             |      |    |
Th I      |              0.45984355    |        86 |             |      |    |
Ar II     |              0.45987625    |       182 | 6.7e+06     | B    |    |
          |                            |           |             |      |    |
Th I      |              0.45988881    |        15 |             |      |    |
Th I      |              0.45989401    |        78 |             |      |    |
Th I      |              0.45992990    |        12 |             |      |    |
Th II     |              0.45993538    |        34 |             |      |    |
Th I      |              0.45994256    |        16 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.4599519     |         7 |             |      |    |
Th I      |              0.45997046    |       260 |             |      |    |
Ar II     |              0.460002      |        1h |             |      |    |
Th I      |              0.46008717    |       140 |             |      |    |
Th I      |              0.46009708    |        14 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46011021    |        15 |             |      |    |
Th I      |              0.46013455    |        30 |             |      |    |
Th I      |              0.46015498    |        16 |             |      |    |
Th I      |              0.46015674    |        16 |             |      |    |
Th II     |              0.4601952     |        26 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46024205    |        42 |             |      |    |
Th I      |              0.46027950    |         7 |             |      |    |
Th II     |              0.46028862    |       270 |             |      |    |
Th I      |              0.46031131    |       190 |             |      |    |
Th I      |              0.460314452   |       990 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46033686    |        55 |             |      |    |
Th I      |              0.46034340    |         3 |             |      |    |
Th I      |              0.46035370    |         7 |             |      |    |
Th II     |              0.4603907     |        26 |             |      |    |
Th II     |              0.4604160     |        26 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.46046530    |        35 |             |      |    |
Th II     |              0.4605232     |        26 |             |      |    |
Th I      |              0.46054283    |        17 |             |      |    |
Th I      |              0.46058237    |        47 |             |      |    |
Th II     |              0.4606299     |        26 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.46065021    |       150 |             |      |    |
Th I      |              0.46072241    |        11 |             |      |    |
Th I      |              0.46073780    |       290 |             |      |    |
Th I      |              0.46076600    |        82 |             |      |    |
Th I      |              0.46078327    |        76 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.460793472   |       820 |             |      |    |
Th I      |              0.46083767    |        27 |             |      |    |
Th I      |              0.460862004   |       640 |             |      |    |
Th I      |              0.46091318    |        25 |             |      |    |
Th II     |              0.460937069   |       310 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46094391    |         7 |             |      |    |
Th I      |              0.46095160    |         7 |             |      |    |
Ar II     |              0.46095669    |      2291 | 7.89e+07    | A    |    |
Th I      |              0.46097960    |         7 |             |      |    |
Th I      |              0.46100809    |       120 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46103070    |        19 |             |      |    |
Th I      |              0.46104567    |        28 |             |      |    |
Th I      |              0.46105345    |        35 |             |      |    |
Th I      |              0.461062721   |       460 |             |      |    |
Ar II     |              0.46112432    |         9 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46117582    |       110 |             |      |    |
Th II     |              0.461185971   |       590 |             |      |    |
Th II     |              0.4612168     |        26 |             |      |    |
Th I      |              0.461254346   |       450 |             |      |    |
Th II     |              0.4613263     |        26 |             |      |    |
          |                            |           |             |      |    |
Th II     |              0.46134671    |        21 |             |      |    |
Th I      |              0.461360441   |       670 |             |      |    |
Th II     |              0.4613762     |        26 |             |      |    |
Th II     |              0.46138755    |        30 |             |      |    |
Th II     |              0.46139786    |        26 |             |      |    |
          |                            |           |             |      |    |
Ar II     |              0.461410      |        1h |             |      |    |
Th I      |              0.46141628    |        49 |             |      |    |
Th I      |              0.46142784    |        18 |             |      |    |
Th I      |              0.461502404   |       740 |             |      |    |
Th I      |              0.46150811    |        23 |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.461533407   |       830 |             |      |    |
Th I      |              0.46156707    |        43 |             |      |    |
Th I      |              0.46158838    |        87 |             |      |    |
Th I      |              0.46164524    |       110 |             |      |    |
Th I      |              0.46172964    |       34* |             |      |    |
          |                            |           |             |      |    |
Th I      |              0.46172964    |       34* |             |      |    |
Th I      |              0.46173840    |        11 |             |      |    |
Th I      |              0.46182580    |        16 |             |      |    |
Th I      |              0.46189128    |        20 |             |      |    |
Th I      |              0.46192231    |         7 |             |      |    |
          |                            |           |             |      |    |
